stance,target,text
favor,ቀይ ባህር,ይመቺህ አቢቹ ሺ አመት ኑርልን
against,ቀይ ባህር,እኔ ያልገባኝ ስንት አሳሳቢ ነገር እያለ ስለዚህ ነገር ማላዘኑ አልገባኝም
against,ቀይ ባህር,ዛሬም የኢትዮጲያን ህዝብ ታታልላለህ የስራህን ይስጥህ
against,ቀይ ባህር,"እርግጠኛ ነኝ ከሶስት ቀን በኋላ ""ውሃ ለሰው ልጅ ምንም ጥቅም የለውም"" ትላለክ "
favor,ቀይ ባህር,በስምምነት ኢትዮጵያ ወደብ ይኖራታል። ባንዳ እንደለመደዉ እንደ አያቶቹ ታሪክ ለመስረቅ ሲጋጋጥ እናየዋለን
against,ቀይ ባህር,ይህን እብድ ሰውዬ ኣማኑኤል ሆስፒታል የሚወስደው ሰው በእውነት ጠፋ?
against,ቀይ ባህር,በፍልስፍና የኢትዮጵያውያን ኣስተሳሰብ ለመቀየር ማሰብክ እራሱ ደደብ ያስልካል
favor,ቀይ ባህር,አይዞህ አንተ አሻራህን አስቀምጥ ሁሉም በጊዜው ይሆናል።
against,ቀይ ባህር,ሁለት መቶ ብትደርሱም ያለ የኤርትራውያን ፍቃድ ባህር ኣትጠቀሙም
against,ቀይ ባህር,ጀግና ከሆንክ የአማራን ህዝብ ሳትቀላቅል ግጠም አማራን ለጦርነት ብቻ መፈለግ ምንም ችግር እንደሌለ አድርጎ ስለሌላ አጀንዳ መቀባጠር ትክክል አደለም፡
against,ቀይ ባህር,የኢትዮጽያን የሕዝብ ቁጥር እንዴት መቆጣጠር ይቻላል ብላቹ ብታስቡ ይሻላል ወንድሜ - ከየሌላ አገር መሬት በፍከራ መመኝት።
against,ቀይ ባህር,ኤርትራ እጁዋን አጣምራ ትጠብቃለች - ኤርትራዎች በተግባር እንጂ በአፋቸው አይፈኩሩም
against,ቀይ ባህር,ይሄ ሰውዮ አብዷል ያወቀ የሚመስለው ምንም የማያውቅ እና ሌሎችን ደሞ እንደ ህፃን ቁጭ አርጎ ትርጉም የሌለው ወሬ ያወራል
against,ቀይ ባህር,ባህር ይብላህ ይዋጥህ እግዚሐብሔር ይመሰገን በሸታው ብሶብሃል
against,ቀይ ባህር,ፋኖ እየገሰገሰ ሲመጣብህ ጨንቆህ ነው የምትቀበጣጥረው፣ዜጎች አይናቸውን ከፋኖ ያነሳሉ ብለህ ነው ነህ የበሻሻው አራዳ
favor,ቀይ ባህር,የአፍሪካ ቀንድ ጂኦፖለቲካል ግጪትን በሰላማዊ መንገድ ለመፍታት የሚሰራ መንግስት ነው በኢትዮጵያ ያለው።
against,ቀይ ባህር,ምላሰኛ መሆን ህዝብ ማሳመንና እውን ማረግ ኣይቻልም ምክንያቱም ስለ ቀይ ባህር ኣነሳህ ኣላነሳህ ትርጉም የለውም
against,ቀይ ባህር,ኢትዮጵያ ሲኦል በምድር ታያለች ኤርትራ ከነካች
against,ቀይ ባህር,ባዶ ወሬ፣እንዳንተ ያለ አረመኔ የራሱን ሕዝብ በድሮንና በአውሮፕላን በጭካኔ የሚጨፈጭፍ መሪ አንዳችም የሚፈይድ ነገር አያመጣም
favor,ቀይ ባህር,አቢቹ አባቢያ አባመላ አደለም ኢትዮጵያን መላ አውሮፓን አንድ አርጎ የመምራት ብቃት አለው
favor,ቀይ ባህር,እጅግ የሚያሳዝነው ነገር አቢቹን የመሰለ ባለምጡቅ አዕምሮ ሰው እዛ ዘረኞች እና ሌቦች እንደ አሸን በፈሉባት በተፈለፈሉባት ሀገር ላይ መፈጠሩ ነው።
against,ቀይ ባህር,ምድረ ደደብ ድንጋይ ራስ ሰብስቦ ማውራት ይችላል
against,ቀይ ባህር,ይህ ሰው የስንት ሺ የኢትዮጵያ ወጣቶች ደም ጠጥቶ ኣሁንም ጥማቱ ኣልረካም።
against,ቀይ ባህር,እና አስራ አንድ ሚሊዮን የብልፅግና አባል ይዘሽ አንቺ ከፊት እየመራሽ ወደቡን ይዘሽ ነይ ቱልቱላ
against,ቀይ ባህር,ወስላታ ውሃ ውሃ ብሎ ቀይ ባህር ግም !! ኣማኑኤል ይወስድሃል ኢሱ ጋላዎች በሻሻ ኣስገብቶ ክክክክ
against,ቀይ ባህር,ቀይ ባህር ይናፍቃሃል ከስልጣን እስክትባረር እንደ ወያኔ ቀይ ባህር ኣታይም
against,ቀይ ባህር,ውሸታም ሃይለ ስላሰ እደሱ አላለም
against,ቀይ ባህር,ኣንተ ሰካራም ከ ትግራይ ትንሽ አትማርም ።ትናንት ሰንት ሰው ኣልቆ ኣሁን ድግሚያ በ ባህር ጨዋታ ጀመርክ ትንሸ ኣታፍርም
against,ቀይ ባህር,ከ ፕረሲደንት ኢሳያስ ስትስቅ ወዲ ኣፎም እያልክ የጀመርከው ምክር ሰታንሸኳሹ ቀላል ሰው መስሎህ ለ ማስታወሻ ማሳዋ ወይም ዓሰብ የሚሰጥህ መስሎህ ኣሁን ለስልጣንህ ለማሰረዘም የሰበሰብካቸው ሰዎች ሞኝ ናቸው ወይ? ዝም ብለው የሚሰሙ ወይ ጨዋታ
against,ቀይ ባህር,ቅማላም ጋላ ፣ የኢትዮጵያን ባንዲራ እየዞርክ ስትቀድ ኖረህ አሁን አንድ እንሁን ትላለህ? ዶማ እራስ ፣ ምላስ ብቻ !
against,ቀይ ባህር,ትውልድ እየጨፈጨፉ ለትውልዱ አሳቢ መምስል አይክብድም ሳይቲስቱ መሪያችን
against,ቀይ ባህር,የሀገር ውስጥ ጦርነት ያቃተሽ አንቺ ምን እያልሽ ወይስ ይሄ ሲሰሙ ከውጭ የሆነ ነገር አገኛለሽ ብለሽ ሁሉም ነገር ያለው ህዝብ ሲኖር ፈጣሪ እንዳንተ አሳይቶ የነሳው ሰው የለም
against,ቀይ ባህር,ዶሮ ወጥ በፖፖ እንደመብላት ነው ይሄ ሀሳብ በኦሮሙማው አብይ ሲነገር
against,ቀይ ባህር,ጦርነት ሰልችቶናል የራስህ ጉዳይ ነው ሀገራችን በቂ ነች ለሁላችንም ያንተን የገማ ወሬ እየሰማ ደሀ ማልቀስ የለበትም
against,ቀይ ባህር,በአለማችን በዲክቴተርነታቸው የሚታወቁ ሰዎች ሁሉ ያላቸው የጋራ ባህሪ: የሚመሩትን ህዝብ መናቅ: ካለኔ ማንም አያውቅም የሚል አስተሳሰብና: ለእነሱ አዲስ የሆነ እውቀት ከነእርሱ በፊት የነበረና ወደፊትም የሚኖር መሆኑን አለመገንዘባቸው ነው::
against,ቀይ ባህር,ጋሎች እናንተ እኮ እየስራችሁ ያላችሁት የጋላ ግንባታ ኣንጂ የአገር ግንባታ አይደለም ። ደደብ ።
against,ቀይ ባህር,ህፃን የሆነ ሰውየ አሁን ፋኖ አፍንጫህ ስር ስለደረሰ ህዝቡን ሃሳቡን ለማስቀየር ነው የምትለፈልፈው ያለሀው ሞኝህን ፈልግ ክክክ እንግዲህ ቻለው
favor,ቀይ ባህር,አብይ አህመድ የይቅርታ ፡ የሰላምና የፍቅር መሪ መሆኑን በተጨባጭ አሳይቷል ይህን ማየት የተሳናቸዉ ግን ሁሉን ጉዳይ ጦርነት በማድረግ ስራዬ ብለዋል፤ ቀይባህርን ያለጦርነት ያስመልሳል።
against,ቀይ ባህር,5 አመት የገበርከዉ ደም አይበቃህም? ሌላ ደም የሚያፋስ አጀንዳ ታመጣለህ ደግሞ? የአለም አጋንንት ሁላ አንተ ላይ ነዉ ያለዉ። ፈጣሪ ይንቀልህ አንት ፀረ ሰዉ።
against,ቀይ ባህር,አንተ ግን ደም አትጠግብም??
favor,ቀይ ባህር,ጀግኖች ቀጥሉ  ወይ የቁም ሞት እንሞታለን ወይ እንደ ጀግና ተጋፍጠን እንሞታለን
favor,ቀይ ባህር,ኢትዮጵያ ባህር በር ብታገኝ እኔ ደስተኛ ነኝ። ድሮም ዓሰብ ለኤርትራ ኣሳልፎ የሰጠዉ ባንዳዉ መለስ ነዉ። ስለዚህ ወደቡ በጉልበት መመለስ ኣለበት። እኔ ዘመቻ ሲኖር ለመዝመት ዝግጁ ነኝ።
favor,ቀይ ባህር,ኢትዮጵያ አብቹ እሚባል ድንቅ ልጅ ወልዳለች እሱን ፈጣሪ ማስተዋልና ጥበብን አልብሶ ፈጥሮልናል፣ እሱ ያቀደው; የነካውና የጀመረው ሁሉ እንዲከናወንለት ከላይ ተባርኮ ፈቃድ ተሰቶታል ማንም ሊያግደው አይችልም።
favor,ቀይ ባህር,ኣይዞሽ ኢትዮጵያየ እውነተኛው ንጉስ ነግሶልሻል :: ያጣሽውን በሙሉ ሊመለስልሽ የሙሴ በትር ተዘርግቶልሻል
favor,ቀይ ባህር,"የኢትዬዽያ ህዝብ ሆይ ስማ እና ንቃ ️ሻቢያ እያደረገ ያለው የአረቦቹን, የሳውዲን, የግብጽን , የአሜሪካን , ፈርሳይን እንግሊዝን ፍቃድ ነው ️እኛን ቆሉፈው ማስቀመጥ በሀይል በተሻለ ኑሮ እንዳንመላለስ ነው ንቃ ️አንተ የተኛህ ሆይ ንቃ"
favor,ቀይ ባህር,ኢትዮጵያ የተመድ መርሆችን በመከተል የባህር በር ማግኘት ትችላለች ስለዚህ ለሁሉም ነገር ወሳኝ የቤት ስራዋ በድፕሎማስ ጓሮ ቤት ሀገሮችንና የታላያዩ የአለም መንግስታትን መሳማን ይኖርበታል
favor,ቀይ ባህር,ቀይ ባህር የኢትዮጵያ ነው ወያኔም አሳልፎ ሰጣቸው አሁን ግን ወደ ኢትዮጵያ መመለስ አለበት
favor,ቀይ ባህር,ኢትዮጵያ ቀይ ባህርን በቅርቡ ድሀዋን ኤርትራ በጥፊ መትታ ትቀበላታለች
favor,ቀይ ባህር,ሰቶ መቀበል ወይም የሀብት መጋራት ጥሩ አይደለም መሆን ያለብን የባህር በር ባለቤት መሆን ነው።
against,ቀይ ባህር,እናንተ አይደላችሁም እንዴ የሰጣችሁት ከሰላሳ አመት በሁዋላ ምን ተገኘ
against,ቀይ ባህር,"ልመናና የእዳ ጫና ""የኢትዮጵያ ከፍታ"
favor,ቀይ ባህር,ማንም ባህርም ሆነ ኤርትራን ወዶ የሰጠ የለም መንግሥቱ ኃፕለማርያም እኮ በህይወት አለ ለ ሳላሳ አመት ታግሉው ተዋግተው ነው ነፃ የወጡት ወያኔም ምርጫቸውን በህጉ መሰረት ተቀበሉ እንጂ ወያኔ አልሰጣትም ይልቁንም ኢሳያስን እጠራጠረዌሉሁ እሱ ነው አሁን ትግራይን የጎዳ መስሎት ሲሞዳሞድ ይመስለኛል ከዛ በሃላ ነው ይኸ ሁሉ እየሰማን ያለነው ።
favor,ቀይ ባህር,ማንም ዜጋ የባህር በር አይጠላም አታስመስሉ: ግን መጀመሪያ አማራ እንደ ሰው መቆጠር አለበት ወቶ መግባት አለበት::
against,ቀይ ባህር,ይሄ የአብይ መንግስት መፈረካከሱን ያሳያል
against,ቀይ ባህር,ወይ ቅዥት ። አብይ መጀመሪያ አማራ ፊንፊኔ የመግባት መብት ይኑረው ። አማራን በዚህ አትሸውደውም ።እናንተ ተንታኝ ተብየወች መጀመሪያ ለብሄራችሁ ቁሙ ።አማራ ብቻ ተንታኝ ሚያቀርቡት ሊያስጠምዷችሁ ነው ።ከሌላም ብሄር ስለ ቀይ ባህር ምሁር አቅርቡ እንጅ
favor,ቀይ ባህር,ተወደደም ተጠላ የባህር በር ይኖረናል ተባረኩ
against,ቀይ ባህር,ቀይ በህር በባንዳዎች አንደበት ብትል ነው ትክክለኛ ርዕስ የሚሆነው
against,ቀይ ባህር,የጫት ስሜት ወድያው ኣይለቅምና ውሃ ጠጥታቹ ነገ እንጋናኝ።
against,ቀይ ባህር,ትገርማላቹ ስለተሸለማቹ ዝም ብላቹ ትዘባርቃላቸ አኳ ማን አብይ ያለው ግልጽ ነው ምን ታሳምራላቹ የሰውን መሬት ለራሴ አደርጋለሁ ነው ያለው ሁሉም ሃገራት ደግሞ ሉአላዊነታችን በልዋጭ አናስደፍርም
against,ቀይ ባህር,የባንዳዎች ስብስብና በሆዳቸው የተገዙ ጉማሬዎች ናችሁ
against,ቀይ ባህር,ምድረ እከካም ቀይ ባህርን እንዳለማችሁ ትሞታላችሁ ባጫ ደበሌ የነገረህን እየሰማህ ከመጣህ ዎጋህን ታገኛለህ
against,ቀይ ባህር,የመከላከያን ታሪክ ስታነሱ ምነው ህወሓት አርዶ ሬሳቸውን እራቁቱን ፀሐይ ላይ ከቦ ሲጨፈበት የነበረውንና የተረፈው በባዶ እግሩ ኤርትራ የገባውን ሳታነሱ።ቀይ ባሕር አጀንዳ ታደርጉት እንደሆነ እንጂ ድርሽ አትሉም
favor,ቀይ ባህር,መጠየቅ ሳይሆን ማዝመት ነው ያለበት ወደቡ እኮ የእኛ እንጅ የነሱ አደለም ከበፊት ጀምሮ
against,ቀይ ባህር,ቀይ ባህሪ ቀይ ደም ዋጋ የተከፈላት ናት ስለዚ ምትሉት ነገር ኣይሰራም
favor,ቀይ ባህር,እመኑኝ !ማናችንም ወደድንም ጠላንም የዛሬ መቶ ዓመትም ይሁን ኢትዮጵያን ከቀይ ባህር የነጠለ ካርታ በህግም በትውልዱም ዓይፀናም
against,ቀይ ባህር,ምኞት አይከለከልም
favor,ቀይ ባህር,ከጅቡቲና ከኤርትራ ድንበር 5: 5 ኪሎ ሜትሮች ባዶ መሬት ብንገዛ ሁለቱንም ሀገሮች የሚያጋጫቸው የድንበር ጭቅጭቅ ይቆማል እኛም የባህር በር ይኖረናል ብዬ አስባለሁ:
against,ቀይ ባህር,ሰውየው ገና አላደገም ህፃንነቱ ላይ ነው ያለው መኪና ሳይኖረው በሀሳብ እንደሚነዳ ሁሉ አሁንም በሌለ ባህር ምክንያት ሲያደርግ በእውነት ጤንነቱን ያጠራጥራል
against,ቀይ ባህር,መሳቅ ከፈለጉ የብልግናን ስብስብ ብቻ ይመልከቱ ሁሌ አዳድስ ቀልድ ነው የሚያመጡት
against,ቀይ ባህር,ብልጽግና ሆይ የጎረቤት ሃገሮች ቀይሕ ባሕርን አትመኝ ። ይህ ቃል እውነት ነው።
against,ቀይ ባህር,ሌላ ቀይ ባሕር አለ እንዴ አራት ኪሎ ጉድ እኮ ነው አሁንስ ውሸት አለቀባቸው
against,ቀይ ባህር,ብልፅግና ኢትዮጵያን አያውቀውም አብይ እብድ ነው ወይ ደደብ ነው
against,ቀይ ባህር,ኢትዮጵያ ህዝብን በቀይ ባሕር ልቡ ኣይችልም ይደግፈናል የሚል ርካሽ ህሣቤ መሆኑንን ልብ በሉት።
against,ቀይ ባህር,ወይ ውሽት መፈተረከ ሰራዬ ብሎ ተያይዞታል ጠቅላይ ሚኒስትር ተብየው አረ ምን ጉድ ነው
against,ቀይ ባህር,ያለ ባህር ባህር አለኝ የምትል ጉደኛ ሃገር
against,ቀይ ባህር,ኢትዮጵያውያንን ከኢትዮጵያውያን ጋር ለማጣላት ከሳቸው መንግስት በላይ ቀን ከለሊት የታከተ አለ?
against,ቀይ ባህር,ብልፅና ኑዛዜ ነው? ቅዥት ነው? ወይስ የተስፋ መቁረጥ መግለጫ ነው?ከመቸ ነው ቀይባር የኖራት?
against,ቀይ ባህር,በጣም ያስቃል  ህዝብ ለማጃጃል ነው እቅዱ
against,ቀይ ባህር,እውነቱ ነው ቀይ በህር አለ እኮ የዚህ ሁሉ ሰው ደም የሚፈሰው ባህር አይሆንም ብላችሁ ነው አብይ ሳይሆን ውሸት አያልቅበት መባል ይገባው ነበር
against,ቀይ ባህር,ላም ኣለኝ በሰማይ ነው ነገር የብልግና ፓርቲ ጉዳይ
against,ቀይ ባህር,አብይ የማትቀባጥረው የለም የምትይዘው የምትጨብጠው ስታጣ ደግሞ ቀይ ባህር በሚል መጣህ የጉድ ሀገር ኢትዮጵያ
against,ቀይ ባህር,ከቀይባህር ጋር የኢትዮጵያ ጉዳይ አይገናኝም ቀይባህርን ካጣነው 30 አመታችን ነው በመጀመሪያ ደረጃ አገር ውስጥ ያለውን ችግር የመፍታት አቅሙን ቢያዳብር የተሻለ ነው
